,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,win_team_is_low_id,team_a,team_b,score_a,score_b,ID,result,team_a_seed,team_b_seed,team_a_seed_num,team_b_seed_num,team_a,score_mean_a,score_std_a,score_min_a,score_max_a,diff_mean_a,diff_std_a,diff_min_a,diff_max_a,is_home_mean_a,count_games_a,team_b,score_mean_b,score_std_b,score_min_b,score_max_b,diff_mean_b,diff_std_b,diff_min_b,diff_max_b,is_home_mean_b,count_games_b
18,1985,137,1181,75,1337,62,N,0,True,1181,1337,75,62,1985_1181_1337,1,Y03,Y14,3,14,1181,79.24137931034483,11.512897030268126,59,100,11.344827586206897,14.857119173910641,-18,43,0.5172413793103449,29,1337,75.66666666666667,11.405127052204334,53,97,5.407407407407407,10.60210160319917,-25,26,0.4444444444444444,27
19,1985,137,1208,67,1455,59,N,0,True,1208,1455,67,59,1985_1208_1455,1,W06,W11,6,11,1208,77.5925925925926,12.962250692682309,53,105,9.407407407407407,16.217889598216626,-21,40,0.4444444444444444,27,1455,77.10344827586206,13.704391443168358,49,99,5.241379310344827,12.979806218049946,-12,34,0.5517241379310345,29
20,1985,137,1210,65,1273,58,N,0,True,1210,1273,65,58,1985_1210_1273,1,W02,W15,2,15,1210,70.90322580645162,14.010364826821792,48,96,9.35483870967742,14.579776832075252,-14,53,0.5483870967741935,31,1273,79.03571428571429,11.976774260756594,53,105,8.0,10.509255180289632,-13,34,0.4642857142857143,28
21,1985,137,1228,76,1318,57,N,0,True,1228,1318,76,57,1985_1228_1318,1,W03,W14,3,14,1228,68.2258064516129,13.554112973360656,34,93,10.870967741935484,14.930376051267364,-20,43,0.45161290322580644,31,1318,77.10714285714286,11.957762969640067,54,103,7.785714285714286,10.336405073393257,-8,26,0.4642857142857143,28
22,1985,137,1268,69,1275,68,N,1,True,1268,1275,69,68,1985_1268_1275,1,Z05,Z12,5,12,1268,71.87878787878788,13.280054536215145,43,99,5.848484848484849,13.597153222552716,-13,53,0.48484848484848486,33,1275,72.85714285714286,10.889050857234002,54,93,4.428571428571429,11.761294245449449,-11,32,0.39285714285714285,28
24,1985,137,1276,59,1192,55,N,0,False,1192,1276,55,59,1985_1192_1276,0,Z16,Z01,16,1,1192,67.89285714285714,10.768057308589054,49,87,3.1785714285714284,9.76028829047726,-14,22,0.35714285714285715,28,1276,79.75,13.011746829521224,56,103,10.642857142857142,12.431186248077516,-25,41,0.6071428571428571,28
25,1985,137,1298,78,1261,55,N,0,False,1261,1298,55,78,1985_1261_1298,0,Z04,Z13,4,13,1261,74.07142857142857,13.56992472871007,43,103,4.964285714285714,11.641185324836803,-14,32,0.5357142857142857,28,1298,78.21428571428571,10.688717287339824,48,95,10.892857142857142,11.226091585014451,-16,34,0.39285714285714285,28
26,1985,137,1301,65,1305,56,N,0,True,1301,1305,65,56,1985_1301_1305,1,X03,X14,3,14,1301,74.0,14.461772268392874,51,103,8.724137931034482,17.76211166605588,-27,47,0.5517241379310345,29,1305,78.03571428571429,11.849307349211793,59,102,3.2142857142857144,10.542180331296091,-22,20,0.42857142857142855,28
27,1985,137,1393,70,1177,65,N,0,False,1177,1393,65,70,1985_1177_1393,0,W10,W07,10,7,1177,71.66666666666667,10.734559573208827,56,95,7.666666666666667,12.767145334803704,-20,29,0.5185185185185185,27,1393,73.79310344827586,9.810269074309065,52,94,5.896551724137931,11.355756336345165,-27,32,0.5172413793103449,29
28,1985,137,1412,70,1277,68,N,0,False,1277,1412,68,70,1985_1277_1412,0,Y10,Y07,10,7,1277,72.39285714285714,9.214880420494953,50,93,6.285714285714286,11.552960636603046,-14,32,0.4642857142857143,28,1412,66.03333333333333,8.070736125608082,50,81,4.333333333333333,8.615676703397781,-14,23,0.5,30
31,1985,137,1437,51,1173,49,N,0,False,1173,1437,49,51,1985_1173_1437,0,Z09,Z08,9,8,1173,69.53571428571429,8.625896165389696,53,88,4.928571428571429,11.18507130535251,-21,23,0.6071428571428571,28,1437,71.48275862068965,11.537580489287954,47,91,4.689655172413793,11.594652241060661,-23,30,0.3103448275862069,29
33,1985,138,1207,63,1396,46,N,0,True,1207,1396,63,46,1985_1207_1396,1,W01,W08,1,8,1207,75.74074074074075,11.944076718648814,52,93,15.666666666666666,10.845062683792317,-2,41,0.48148148148148145,27,1396,65.62068965517241,8.925940499079262,50,88,7.9655172413793105,9.294709549833364,-11,32,0.27586206896551724,29
34,1985,138,1246,64,1424,61,N,0,True,1246,1424,64,61,1985_1246_1424,1,X12,X04,12,4,1246,65.60714285714286,11.039790945800746,49,92,2.357142857142857,10.69861287552351,-16,25,0.5,28,1424,82.66666666666667,16.993575527104422,46,142,10.1,12.82602419114061,-36,31,0.5,30
35,1985,138,1256,79,1326,67,N,0,True,1256,1326,79,67,1985_1256_1326,1,Y05,Y04,5,4,1256,77.5,10.225241100118645,59,100,12.678571428571429,11.001863718979857,-12,33,0.4642857142857143,28,1326,77.78571428571429,8.845828239835837,58,99,4.678571428571429,10.60766170145366,-18,24,0.5,28
36,1985,138,1260,70,1374,57,N,0,True,1260,1374,70,57,1985_1260_1374,1,W04,W05,4,5,1260,85.83333333333333,15.695559076141368,52,127,6.766666666666667,10.902968065791908,-33,27,0.43333333333333335,30,1374,75.96666666666667,13.213063894164153,54,97,8.666666666666666,12.898364861173453,-13,45,0.5333333333333333,30
37,1985,138,1314,60,1323,58,N,0,True,1314,1323,60,58,1985_1314_1323,1,Z02,Z07,2,7,1314,74.74193548387096,10.181577290824462,50,89,7.645161290322581,10.58473236032848,-16,34,0.2903225806451613,31,1323,69.85714285714286,10.80368347923877,48,96,7.571428571428571,13.276067499601236,-12,40,0.5714285714285714,28
38,1985,138,1328,75,1229,69,N,0,False,1229,1328,69,75,1985_1229_1328,0,Y09,Y01,9,1,1229,71.5925925925926,11.304387369033925,50,93,5.962962962962963,11.853209502011492,-13,31,0.5185185185185185,27,1328,89.83333333333333,14.355302596729834,64,121,13.3,16.431991505218907,-17,47,0.4666666666666667,30
39,1985,138,1385,68,1116,65,N,0,False,1116,1385,65,68,1985_1116_1385,0,X09,X01,9,1,1116,65.33333333333333,12.151817422372122,39,106,3.6363636363636362,11.661416567623181,-20,35,0.3333333333333333,33,1385,76.13333333333334,12.243881887627014,47,97,11.733333333333333,13.281912339806299,-16,46,0.43333333333333335,30
40,1985,139,1104,63,1433,59,N,0,True,1104,1433,63,59,1985_1104_1433,1,X07,X02,7,2,1104,68.5,13.860760789190916,42,100,7.8,10.905234428064098,-12,25,0.5333333333333333,30,1433,72.43333333333334,9.64430628288841,53,90,9.866666666666667,9.442140805373839,-12,27,0.43333333333333335,30
41,1985,139,1130,74,1181,73,N,0,True,1130,1181,74,73,1985_1130_1181,1,Y11,Y03,11,3,1130,74.88461538461539,13.008695316831501,55,101,5.269230769230769,12.025165919213563,-19,27,0.2692307692307692,26,1181,79.24137931034483,11.512897030268126,59,100,11.344827586206897,14.857119173910641,-18,43,0.5172413793103449,29
42,1985,139,1210,70,1393,53,N,0,True,1210,1393,70,53,1985_1210_1393,1,W02,W07,2,7,1210,70.90322580645162,14.010364826821792,48,96,9.35483870967742,14.579776832075252,-14,53,0.5483870967741935,31,1393,73.79310344827586,9.810269074309065,52,94,5.896551724137931,11.355756336345165,-27,32,0.5172413793103449,29
43,1985,139,1228,74,1208,58,N,0,False,1208,1228,58,74,1985_1208_1228,0,W06,W03,6,3,1208,77.5925925925926,12.962250692682309,53,105,9.407407407407407,16.217889598216626,-21,40,0.4444444444444444,27,1228,68.2258064516129,13.554112973360656,34,93,10.870967741935484,14.930376051267364,-20,43,0.45161290322580644,31
46,1985,139,1301,86,1431,73,N,0,True,1301,1431,86,73,1985_1301_1431,1,X03,X11,3,11,1301,74.0,14.461772268392874,51,103,8.724137931034482,17.76211166605588,-27,47,0.5517241379310345,29,1431,73.58620689655173,9.785255823282984,60,97,7.517241379310345,11.852126661656163,-13,34,0.6206896551724138,29
47,1985,139,1437,59,1276,55,N,0,False,1276,1437,55,59,1985_1276_1437,0,Z01,Z08,1,8,1276,79.75,13.011746829521224,56,103,10.642857142857142,12.431186248077516,-25,41,0.6071428571428571,28,1437,71.48275862068965,11.537580489287954,47,91,4.689655172413793,11.594652241060661,-23,30,0.3103448275862069,29
48,1985,143,1207,65,1260,53,N,0,True,1207,1260,65,53,1985_1207_1260,1,W01,W04,1,4,1207,75.74074074074075,11.944076718648814,52,93,15.666666666666666,10.845062683792317,-2,41,0.48148148148148145,27,1260,85.83333333333333,15.695559076141368,52,127,6.766666666666667,10.902968065791908,-33,27,0.43333333333333335,30
50,1985,143,1272,59,1130,57,N,0,False,1130,1272,57,59,1985_1130_1272,0,Y11,Y02,11,2,1130,74.88461538461539,13.008695316831501,55,101,5.269230769230769,12.025165919213563,-19,27,0.2692307692307692,26,1272,75.13793103448276,11.633462013676121,56,99,10.448275862068966,8.487748342239081,-5,33,0.4827586206896552,29
51,1985,143,1328,86,1256,84,N,1,False,1256,1328,84,86,1985_1256_1328,0,Y05,Y01,5,1,1256,77.5,10.225241100118645,59,100,12.678571428571429,11.001863718979857,-12,33,0.4642857142857143,28,1328,89.83333333333333,14.355302596729834,64,121,13.3,16.431991505218907,-17,47,0.4666666666666667,30
52,1985,144,1301,61,1104,55,N,0,False,1104,1301,55,61,1985_1104_1301,0,X07,X03,7,3,1104,68.5,13.860760789190916,42,100,7.8,10.905234428064098,-12,25,0.5333333333333333,30,1301,74.0,14.461772268392874,51,103,8.724137931034482,17.76211166605588,-27,47,0.5517241379310345,29
53,1985,144,1314,62,1120,56,N,0,False,1120,1314,56,62,1985_1120_1314,0,Z11,Z02,11,2,1120,70.34482758620689,13.649374297718262,43,95,3.689655172413793,14.757814995732799,-19,42,0.41379310344827586,29,1314,74.74193548387096,10.181577290824462,50,89,7.645161290322581,10.58473236032848,-16,34,0.2903225806451613,31
54,1985,144,1385,86,1246,70,N,0,False,1246,1385,70,86,1985_1246_1385,0,X12,X01,12,1,1246,65.60714285714286,11.039790945800746,49,92,2.357142857142857,10.69861287552351,-16,25,0.5,28,1385,76.13333333333334,12.243881887627014,47,97,11.733333333333333,13.281912339806299,-16,46,0.43333333333333335,30
55,1985,144,1437,46,1268,43,N,0,False,1268,1437,43,46,1985_1268_1437,0,Z05,Z08,5,8,1268,71.87878787878788,13.280054536215145,43,99,5.848484848484849,13.597153222552716,-13,53,0.48484848484848486,33,1437,71.48275862068965,11.537580489287954,47,91,4.689655172413793,11.594652241060661,-23,30,0.3103448275862069,29
57,1985,145,1272,63,1328,61,N,0,True,1272,1328,63,61,1985_1272_1328,1,Y02,Y01,2,1,1272,75.13793103448276,11.633462013676121,56,99,10.448275862068966,8.487748342239081,-5,33,0.4827586206896552,29,1328,89.83333333333333,14.355302596729834,64,121,13.3,16.431991505218907,-17,47,0.4666666666666667,30
58,1985,146,1385,69,1301,60,N,0,False,1301,1385,60,69,1985_1301_1385,0,X03,X01,3,1,1301,74.0,14.461772268392874,51,103,8.724137931034482,17.76211166605588,-27,47,0.5517241379310345,29,1385,76.13333333333334,12.243881887627014,47,97,11.733333333333333,13.281912339806299,-16,46,0.43333333333333335,30
60,1985,152,1207,77,1385,59,N,0,True,1207,1385,77,59,1985_1207_1385,1,W01,X01,1,1,1207,75.74074074074075,11.944076718648814,52,93,15.666666666666666,10.845062683792317,-2,41,0.48148148148148145,27,1385,76.13333333333334,12.243881887627014,47,97,11.733333333333333,13.281912339806299,-16,46,0.43333333333333335,30
61,1985,152,1437,52,1272,45,N,0,False,1272,1437,45,52,1985_1272_1437,0,Y02,Z08,2,8,1272,75.13793103448276,11.633462013676121,56,99,10.448275862068966,8.487748342239081,-5,33,0.4827586206896552,29,1437,71.48275862068965,11.537580489287954,47,91,4.689655172413793,11.594652241060661,-23,30,0.3103448275862069,29
62,1985,154,1437,66,1207,64,N,0,False,1207,1437,64,66,1985_1207_1437,0,W01,Z08,1,8,1207,75.74074074074075,11.944076718648814,52,93,15.666666666666666,10.845062683792317,-2,41,0.48148148148148145,27,1437,71.48275862068965,11.537580489287954,47,91,4.689655172413793,11.594652241060661,-23,30,0.3103448275862069,29
64,1986,136,1177,72,1438,68,N,0,True,1177,1438,72,68,1986_1177_1438,1,W12,W05,12,5,1177,69.28571428571429,12.97249838256742,48,96,3.642857142857143,17.781001691806374,-19,45,0.5357142857142857,28,1438,70.44827586206897,11.803710696509658,46,101,5.758620689655173,14.029701077188742,-18,43,0.4482758620689655,29
66,1986,136,1207,70,1403,64,N,0,True,1207,1403,70,64,1986_1207_1403,1,X04,X13,4,13,1207,77.29629629629629,11.07948490476817,57,110,11.74074074074074,14.606617553467894,-14,47,0.4444444444444444,27,1403,62.03448275862069,10.448796098186518,45,92,-1.103448275862069,9.954700352763034,-25,15,0.4827586206896552,29
68,1986,136,1242,71,1299,46,N,0,True,1242,1299,71,46,1986_1242_1299,1,X01,X16,1,16,1242,81.0909090909091,10.751057030484365,60,101,12.848484848484848,10.410695258126411,-6,36,0.3939393939393939,33,1299,63.36,12.236829654775782,45,85,6.12,11.203868379567242,-18,33,0.44,25
71,1986,136,1272,95,1123,63,N,0,False,1123,1272,63,95,1986_1123_1272,0,Y14,Y03,14,3,1123,73.3103448275862,10.700812546837815,57,93,3.206896551724138,11.914514888346506,-26,24,0.41379310344827586,29,1272,81.6774193548387,13.83567152152771,57,119,14.096774193548388,13.922056454201675,-9,46,0.5161290322580645,31
72,1986,136,1277,72,1449,70,N,0,True,1277,1449,72,70,1986_1277_1449,1,X05,X12,5,12,1277,83.5,9.920050776453083,58,103,12.928571428571429,17.14627390994058,-18,48,0.5714285714285714,28,1449,72.16666666666667,10.815325439755203,56,96,3.2666666666666666,12.04569842618985,-21,29,0.4,30
74,1986,136,1328,80,1318,74,N,0,False,1318,1328,74,80,1986_1318_1328,0,W13,W04,13,4,1318,74.27586206896552,12.72763178432808,47,96,9.448275862068966,10.749040511654158,-15,33,0.4827586206896552,29,1328,86.7,13.373029987047916,59,113,10.0,14.08104619937615,-13,40,0.5333333333333333,30
75,1986,136,1330,72,1452,64,N,0,True,1330,1452,72,64,1986_1330_1452,1,W08,W09,8,9,1330,66.29629629629629,13.017192225948474,47,94,5.2592592592592595,14.094714209978457,-18,47,0.4444444444444444,27,1452,69.93548387096774,11.51212544485442,41,92,6.258064516129032,12.326036783804392,-25,28,0.41935483870967744,31
77,1986,136,1412,66,1281,64,N,0,False,1281,1412,64,66,1986_1281_1412,0,Z11,Z06,11,6,1281,73.96774193548387,12.017997256802655,54,101,4.225806451612903,16.349739401428504,-34,35,0.4838709677419355,31,1412,67.9375,9.147315841096459,46,86,8.03125,11.579972630754886,-12,40,0.46875,32
79,1986,137,1104,97,1462,80,N,0,True,1104,1462,97,80,1986_1104_1462,1,Y05,Y12,5,12,1104,75.23333333333333,12.03639118023663,52,100,7.933333333333334,14.100460577787775,-24,43,0.4666666666666667,30,1462,78.37037037037037,10.392853121804233,52,99,8.296296296296296,8.716980841194673,-9,25,0.48148148148148145,27
80,1986,137,1114,90,1323,83,N,0,True,1114,1323,90,83,1986_1114_1323,1,X14,X03,14,3,1114,79.93333333333334,14.176068550209186,56,115,6.933333333333334,13.333735626114926,-24,33,0.4,30,1323,78.70370370370371,13.878081265115132,61,126,14.25925925925926,17.3040515322337,-15,55,0.5185185185185185,27
81,1986,137,1120,73,1112,63,N,0,False,1112,1120,63,73,1986_1112_1120,0,Z09,Z08,9,8,1112,68.0,9.761440174775151,51,88,6.137931034482759,8.484120199908913,-8,25,0.4827586206896552,29,1120,71.62962962962963,12.08988180939922,55,97,5.074074074074074,11.90967908217748,-17,29,0.37037037037037035,27
82,1986,137,1156,83,1231,79,N,0,True,1156,1231,83,79,1986_1156_1231,1,W14,W03,14,3,1156,88.33333333333333,14.90998632821949,60,113,17.666666666666668,14.652382321394281,-20,49,0.4444444444444444,27,1231,76.21428571428571,11.917485264369114,52,102,7.678571428571429,14.822539322183358,-28,37,0.5357142857142857,28
83,1986,137,1228,75,1193,51,N,0,False,1193,1228,51,75,1986_1193_1228,0,Y13,Y04,13,4,1193,65.58620689655173,12.48575543048761,46,104,3.9310344827586206,11.003022424000333,-25,25,0.41379310344827586,29,1228,73.20689655172414,15.265224976922523,51,115,10.89655172413793,15.251100259105915,-7,51,0.5517241379310345,29
84,1986,137,1235,81,1275,79,N,1,True,1235,1275,81,79,1986_1235_1275,1,X07,X10,7,10,1235,75.0,10.065172244313175,55,94,4.148148148148148,14.570000009776948,-21,34,0.37037037037037035,27,1275,76.07142857142857,12.259323198733497,58,103,7.821428571428571,11.7443558435486,-16,34,0.39285714285714285,28
85,1986,137,1246,75,1172,55,N,0,False,1172,1246,55,75,1986_1172_1246,0,Y16,Y01,16,1,1172,68.1923076923077,10.921608785409703,42,92,4.576923076923077,11.232713214261556,-17,23,0.34615384615384615,26,1246,74.45161290322581,11.963384999454016,51,98,12.774193548387096,12.714059612411646,-15,38,0.5806451612903226,31
86,1986,137,1268,69,1337,64,N,0,True,1268,1337,69,64,1986_1268_1337,1,Z05,Z12,5,12,1268,69.75862068965517,11.998973683533444,42,91,4.344827586206897,15.171109437887353,-21,47,0.4827586206896552,29,1337,78.25,16.809664327844704,56,129,10.107142857142858,14.850712130859275,-32,41,0.5,28
87,1986,137,1276,70,1103,64,N,0,False,1103,1276,64,70,1986_1103_1276,0,X15,X02,15,2,1103,73.0,9.349688051837164,53,90,4.24,11.526346631377466,-20,28,0.44,25,1276,77.17241379310344,13.475027075290162,49,105,13.068965517241379,14.18231049704112,-15,37,0.5862068965517241,29
88,1986,137,1298,87,1409,68,N,0,True,1298,1409,87,68,1986_1298_1409,1,W07,W10,7,10,1298,76.10344827586206,13.576094608818334,55,108,13.517241379310345,16.22744740435426,-22,53,0.3448275862068966,29,1409,64.93103448275862,9.598850505893024,46,85,7.379310344827586,9.91540573733423,-13,26,0.5517241379310345,29
89,1986,137,1301,66,1234,64,N,0,False,1234,1301,64,66,1986_1234_1301,0,X11,X06,11,6,1234,73.33333333333333,13.38483642611467,55,108,6.962962962962963,15.785781044689653,-16,53,0.4444444444444444,27,1301,70.21428571428571,15.002116252832199,45,106,7.035714285714286,18.41392818826964,-15,53,0.5714285714285714,28
90,1986,137,1385,83,1286,74,N,0,False,1286,1385,74,83,1986_1286_1385,0,Z16,Z01,16,1,1286,78.14814814814815,12.684647606468415,59,114,0.0,12.428255648381974,-25,30,0.4444444444444444,27,1385,77.29411764705883,11.204786346764887,56,104,11.794117647058824,12.269151786553843,-9,43,0.5882352941176471,34
91,1986,137,1386,60,1350,59,N,0,False,1350,1386,59,60,1986_1350_1386,0,W11,W06,11,6,1350,66.41379310344827,6.694972748153813,52,79,7.379310344827586,10.655024948363394,-26,23,0.4482758620689655,29,1386,69.7,10.738747117572533,45,90,7.266666666666667,12.96928289654346,-27,34,0.3333333333333333,30
92,1986,137,1393,101,1135,52,N,0,False,1135,1393,52,101,1986_1135_1393,0,W15,W02,15,2,1135,73.29166666666667,12.400838564445923,53,97,-0.16666666666666666,17.484568765844248,-52,31,0.5,24,1393,82.6896551724138,11.931660907841138,64,102,14.862068965517242,14.615852787619326,-10,47,0.5517241379310345,29
93,1986,137,1424,74,1419,51,N,0,False,1419,1424,51,74,1986_1419_1424,0,Z13,Z04,13,4,1419,71.75,8.872032628601122,57,92,6.857142857142857,11.88436347635393,-23,23,0.5,28,1424,79.42857142857143,12.955320765401904,60,106,10.714285714285714,9.348077589635674,-7,27,0.45714285714285713,35
94,1986,137,1443,67,1304,59,N,0,False,1304,1443,59,67,1986_1304_1443,0,Y09,Y08,9,8,1304,70.22222222222223,8.322043634613454,54,85,3.037037037037037,14.086222077677622,-27,35,0.48148148148148145,27,1443,67.96296296296296,10.533760675091964,45,86,6.111111111111111,10.84979026147274,-14,33,0.5185185185185185,27
95,1986,138,1177,74,1328,69,N,0,True,1177,1328,74,69,1986_1177_1328,1,W12,W04,12,4,1177,69.28571428571429,12.97249838256742,48,96,3.642857142857143,17.781001691806374,-19,45,0.5357142857142857,28,1328,86.7,13.373029987047916,59,113,10.0,14.08104619937615,-13,40,0.5333333333333333,30
96,1986,138,1181,89,1330,61,N,0,True,1181,1330,89,61,1986_1181_1330,1,W01,W08,1,8,1181,80.3529411764706,9.72619815145072,66,104,12.941176470588236,11.265235277023837,-7,42,0.4411764705882353,34,1330,66.29629629629629,13.017192225948474,47,94,5.2592592592592595,14.094714209978457,-18,47,0.4444444444444444,27
97,1986,138,1210,66,1437,61,N,0,True,1210,1437,66,61,1986_1210_1437,1,Y02,Y10,2,10,1210,74.53333333333333,12.65383500089538,44,96,10.6,12.201187053612504,-16,39,0.4,30,1437,69.94117647058823,11.744608502500428,49,101,3.1470588235294117,14.386720208583723,-23,40,0.4117647058823529,34
98,1986,138,1242,65,1396,43,N,0,True,1242,1396,65,43,1986_1242_1396,1,X01,X09,1,9,1242,81.0909090909091,10.751057030484365,60,101,12.848484848484848,10.410695258126411,-6,36,0.3939393939393939,33,1396,68.6896551724138,8.237993203426697,54,87,10.689655172413794,11.988397510795481,-16,40,0.3448275862068966,29
101,1986,138,1277,80,1207,68,N,0,False,1207,1277,68,80,1986_1207_1277,0,X04,X05,4,5,1207,77.29629629629629,11.07948490476817,57,110,11.74074074074074,14.606617553467894,-14,47,0.4444444444444444,27,1277,83.5,9.920050776453083,58,103,12.928571428571429,17.14627390994058,-18,48,0.5714285714285714,28
